"UK.Independence.Party","Conservative","Green","Democratic.Unionist.Party","Alliance","Sinn.Fein","Social.Democratic.and.Labour.Party","Ulster.Unionist.Party","Cannabis.is.Safer.than.Alcohol.Party","Traditional.Unionist.Voice","Ind86","Constituency","CV","FPTP","Labour","Plaid.Cymru","Liberal.Democrat","Trade.Unionist.and.Socialist.Coalition","Scottish.National.Party","National.Health.Action.Party","Respect","Speaker","Ind38"
0,0,0,0,100,0,0,0,0,0,0,"Belfast East","Alliance","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,84.4720444731995,0,15.5279555268006,0,0,0,0,0,"Belfast North","Democratic.Unionist.Party","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,49.2923835119425,0,50.7076164880575,0,0,0,0,"Belfast South","Social.Democratic.and.Labour.Party","Social.Democratic.and.Labour.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,"Belfast West","Sinn.Fein","Sinn.Fein",0,0,0,0,0,0,0,0,0
45.6714115070889,0,0,42.0314300750089,12.2971584179023,0,0,0,0,0,0,"East Antrim","UK.Independence.Party","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,"East Londonderry","Democratic.Unionist.Party","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,26.682701194322,0,73.317298805678,0,0,0,"Fermanagh and South Tyrone","Ulster.Unionist.Party","Ulster.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,99.9999999999999,0,0,0,0,"Foyle","Social.Democratic.and.Labour.Party","Social.Democratic.and.Labour.Party",0,0,0,0,0,0,0,0,0
0,0,0,99.9999999999999,0,0,0,0,0,0,0,"Lagan Valley","Democratic.Unionist.Party","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,"Mid Ulster","Sinn.Fein","Sinn.Fein",0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,"Newry and Armagh","Sinn.Fein","Sinn.Fein",0,0,0,0,0,0,0,0,0
0,0,0,56.9810709027417,0,0,0,0,0,43.0189290972583,0,"North Antrim","Democratic.Unionist.Party","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
3.98550573740484,24.5067409200052,17.4874675656645,0,0,0,0,0,4.81172873461323,0,49.2085570423123,"North Down","Ind86","Ind86",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,"South Antrim","Ulster.Unionist.Party","Ulster.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,100,0,0,0,0,"South Down","Social.Democratic.and.Labour.Party","Social.Democratic.and.Labour.Party",0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,"Strangford","Democratic.Unionist.Party","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,"Upper Bann","Ulster.Unionist.Party","Democratic.Unionist.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,"West Tyrone","Sinn.Fein","Sinn.Fein",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Aberavon","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Aberconwy","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Aberdeen North","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Aberdeen South","Green","Scottish.National.Party",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Airdrie and Shotts","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Aldershot","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Aldridge-Brownhills","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Altrincham and Sale West","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Alyn and Deeside","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Amber Valley","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Angus","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Arfon","Plaid.Cymru","Plaid.Cymru",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Argyll and Bute","Liberal.Democrat","Scottish.National.Party",0,0,99.9999999999998,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Arundel and South Downs","Conservative","Conservative",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Ashfield","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Ashford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ashton-under-Lyne","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Aylesbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ayr, Carrick and Cumnock","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Banbury","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Banff and Buchan","Scottish.National.Party","Scottish.National.Party",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Barking","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Barnsley Central","Labour","Labour",99.9999999999995,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Barnsley East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Barrow and Furness","Labour","Labour",100,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Basildon and Billericay","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Basingstoke","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bassetlaw","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bath","Liberal.Democrat","Conservative",0,0,99.9999999999995,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Batley and Spen","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Battersea","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Beaconsfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Beckenham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bedford","Labour","Conservative",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bermondsey and Old Southwark","Liberal.Democrat","Labour",0,0,99.9999999999996,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Berwickshire, Roxburgh and Selkirk","Liberal.Democrat","Scottish.National.Party",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Berwick-upon-Tweed","Liberal.Democrat","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bethnal Green and Bow","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Beverley and Holderness","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Bexhill and Battle","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Bexleyheath and Crayford","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birkenhead","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Edgbaston","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Erdington","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Hall Green","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Hodge Hill","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Ladywood","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Northfield","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Perry Barr","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Selly Oak","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Birmingham, Yardley","Liberal.Democrat","Labour",0,0,99.9999999999999,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Bishop Auckland","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Blackburn","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Blackley and Broughton","Labour","Labour",100,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Blackpool North and Cleveleys","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Blackpool South","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Blaenau Gwent","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Blaydon","Labour","Labour",100,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Blyth Valley","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Bognor Regis and Littlehampton","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bolsover","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bolton North East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bolton South East","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Bolton West","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bootle","Labour","Labour",100,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Boston and Skegness","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Bosworth","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Bournemouth East","Conservative","Conservative",0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Bournemouth West","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Bracknell","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bradford East","Labour","Labour",100,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Bradford South","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bradford West","Labour","Labour",75.4730113562156,0,0,0,0,0,24.5269886437843,0,0
0,99.9999999999996,0,0,0,0,0,0,0,0,0,"Braintree","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Brecon and Radnorshire","Liberal.Democrat","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Brent Central","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Brent North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Brentford and Isleworth","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Brentwood and Ongar","Conservative","Conservative",0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,0,0,0,"Bridgend","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Bridgwater and West Somerset","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999996,0,0,0,0,0,0,0,0,0,"Brigg and Goole","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,47.4220938844887,0,0,0,0,0,0,0,0,"Brighton, Kemptown","Labour","Conservative",52.5779061155113,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Brighton, Pavilion","Green","Green",0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Bristol East","Green","Labour",0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Bristol North West","Green","Conservative",0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Bristol South","Green","Labour",0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,"Bristol West","Green","Labour",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Broadland","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Bromley and Chislehurst","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999995,0,0,0,0,0,0,0,0,0,"Bromsgrove","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Broxbourne","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Broxtowe","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,35.5267078894436,0,0,0,0,0,0,0,0,"Buckingham","Speaker","Speaker",0,0,0,0,0,0,0,64.4732921105565,0
0,0,0,0,0,0,0,0,0,0,0,"Burnley","Liberal.Democrat","Labour",0,0,100,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Burton","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bury North","Labour","Conservative",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Bury South","Labour","Labour",100,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Bury St Edmunds","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Caerphilly","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Caithness, Sutherland and Easter Ross","Liberal.Democrat","Scottish.National.Party",0,0,100,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Calder Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Camberwell and Peckham","Labour","Labour",99.9999999999996,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Camborne and Redruth","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cambridge","Liberal.Democrat","Labour",0,0,99.9999999999997,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Cannock Chase","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,99.9999999999998,0,0,0,0,0,0,0,0,"Canterbury","Green","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cardiff Central","Liberal.Democrat","Labour",0,0,99.9999999999995,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cardiff North","Labour","Conservative",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cardiff South and Penarth","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cardiff West","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Carlisle","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Carmarthen East and Dinefwr","Plaid.Cymru","Plaid.Cymru",0,100,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Carmarthen West and South Pembrokeshire","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Carshalton and Wallington","Liberal.Democrat","Liberal.Democrat",0,0,99.9999999999999,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,0,0,0,"Castle Point","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Central Ayrshire","Scottish.National.Party","Scottish.National.Party",0,0,0,0,100,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Central Devon","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Central Suffolk and North Ipswich","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ceredigion","Liberal.Democrat","Liberal.Democrat",0,0,100,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Charnwood","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Chatham and Aylesford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cheadle","Liberal.Democrat","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,99.9999999999999,0,0,0,0,0,0,0,0,0,"Chelmsford","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Chelsea and Fulham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Cheltenham","Liberal.Democrat","Conservative",0,0,100,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Chesham and Amersham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Chesterfield","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Chichester","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,99.9999999999997,0,0,0,0,0,0,0,0,0,"Chingford and Woodford Green","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Chippenham","Liberal.Democrat","Conservative",0,0,100,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Chipping Barnet","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Chorley","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,99.9999999999998,0,0,0,0,0,0,0,0,0,"Christchurch","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,"Cities of London and Westminster","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"City of Chester","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"City of Durham","Labour","Labour",100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,"Clacton","UK.Independence.Party","UK.Independence.Party",0,0,0,0,0,0,0,0,0
